stop_id,stop_name,stop_lat,stop_lon
ЯЗ. ПАСАРЕЛ - ПО ЖЕЛАНИЕ,1230,42.54935,23.480478
УЛ. ПАТРИАРХ ДАМЯН,1231,42.733331,23.302616
ЦЕНТЪРА  С. КРИВИНА,1232,42.680374,23.464241
ЦЕНТЪР КВ. БОТУНЕЦ,1235,42.739581,23.511352
ЦЕНТЪР КВ. БОТУНЕЦ,1236,42.739612,23.511612
ПАМЕТНИКА С. ДОБРОСЛАВЦИ,1237,42.821918,23.286217
ПАМЕТНИКА С. ДОБРОСЛАВЦИ,1238,42.822103,23.285627
ПАМЕТНИКА С. ДОБРОСЛАВЦИ,1239,42.822261,23.286086
ЦЕНТЪРА С. КРИВИНА,1240,42.680652,23.464054
ПЛ. ВАСИЛ ЛЕВСКИ,1241,42.69813,23.334977
ПЛ. ВАСИЛ ЛЕВСКИ,1242,42.697219,23.334951
КВ. ПАНЧАРЕВО,1243,42.596333,23.413264
КВ. ПАНЧАРЕВО,1244,42.596442,23.413491
ПАРАКЛИС СВ.ИВ.РИЛСКИ,1245,42.661765,23.273707
ПАРАКЛИС СВ.ИВ.РИЛСКИ,1246,42.661659,23.273541
ПАРК СВ.СВ.ПЕТЪР И ПАВЕЛ,1247,42.696681,23.296239
ПАРК СВ.СВ.ПЕТЪР И ПАВЕЛ,1248,42.696344,23.296034
ЗАПАДЕН ПАРК,1251,42.714884,23.283677
ЗАПАДЕН ПАРК,1252,42.716216,23.285115
ЗАПАДЕН ПАРК,1253,42.714986,23.284034
ПЕТА ГРАДСКА БОЛНИЦА,1254,42.713412,23.314985
ПЕТА ГРАДСКА БОЛНИЦА,1255,42.713676,23.314433
ПЛОЩАД  НА АВИАЦИЯТА,1257,42.668336,23.367234
ПЛОЩАД  НА АВИАЦИЯТА,1258,42.66966,23.368515
ПЛОЩАД  НА АВИАЦИЯТА,1259,42.669322,23.367
ПЛОЩАД НА АВИАЦИЯТА,1260,42.669999,23.36959
ПЕТТЕ МОГИЛИ,1262,42.733153,23.390132
ПЕТТЕ МОГИЛИ,1263,42.733005,23.389658
ПЛ. АЛ.НЕВСКИ,1264,42.696527,23.330223
ПЛ. АЛ.НЕВСКИ,1265,42.696365,23.330065
ПЛ. БИРИМИРЦИ,1266,42.737982,23.343333
ПЛ. БИРИМИРЦИ,1267,42.737295,23.343396
ПЛ. БИРИМИРЦИ,1268,42.737773,23.343664
ПЛ. ВЪЗРАЖДАНЕ,1269,42.697306,23.314875
ПЛ. ВЪЗРАЖДАНЕ,1270,42.697427,23.314304
ПЛ. ВЪЗРАЖДАНЕ,1271,42.698145,23.315166
ПЛ. ВЪЗРАЖДАНЕ,1272,42.698371,23.314074
ПЛ. ЖУРНАЛИСТ,1273,42.681014,23.332058
ПЛ. ЖУРНАЛИСТ,1274,42.681507,23.331762
ПЛ. ЛЪВОВ МОСТ,1275,42.705085,23.325422
ПЛ. ЛЪВОВ МОСТ,1276,42.704031,23.323573
ПЛ. ЛЪВОВ МОСТ,1277,42.7045,23.323777
ПЛ. ЛЪВОВ МОСТ,1278,42.704497,23.324987
ПЛ. МАКЕДОНИЯ,1279,42.694448,23.314786
ПЛ. МАКЕДОНИЯ,1280,42.694307,23.314406
ПЛ. МАКЕДОНИЯ,1281,42.694093,23.315119
ПЛ. МАКЕДОНИЯ,1282,42.693826,23.315005
ПЛ. МАКЕДОНИЯ,1283,42.694842,23.316951
ПЛ. МАКЕДОНИЯ,1284,42.694796,23.316016
ПЛ. МЕГДАНА,1285,42.821765,23.283058
ПЛ. МЕГДАНА,1286,42.821976,23.283122
ПЛ. ОРЛОВ МОСТ,1287,42.689337,23.3389
ПЛ. ОРЛОВ МОСТ,1288,42.689724,23.338864
ПЛ. ОРЛОВ МОСТ,1289,42.690305,23.336395
ПЛ. ОРЛОВ МОСТ,1290,42.690857,23.338975
ПЛ. ПИРДОП,1291,42.69918,23.361218
ПЛ. ПИРДОП,1292,42.698739,23.362456
ПЛ. ПИРДОП,1293,42.698779,23.36289
ПЛ. ПИРДОП,1294,42.699196,23.36074
ПЛ. РУСКИ ПАМЕТНИК,1295,42.69276,23.309977
ПЛ. РУСКИ ПАМЕТНИК,1296,42.691555,23.311152
ПЛ. РУСКИ ПАМЕТНИК,1297,42.691713,23.311253
ПЛ. РУСКИ ПАМЕТНИК,1298,42.692666,23.311199
ПЛ. РУСКИ ПАМЕТНИК,1299,42.691785,23.309799
ПЛ. РУСКИ ПАМЕТНИК,1300,42.693094,23.310031
ПЛ. РУЧЕЙ,1301,42.676991,23.297923
ПЛ. РУЧЕЙ,1302,42.678369,23.297804
ПЛ. РУЧЕЙ,1303,42.678272,23.298374
ПЛ. РУЧЕЙ,1304,42.676973,23.297639
ПЛ. РУЧЕЙ,1305,42.677149,23.29781
ПЛ. РУЧЕЙ,1306,42.676529,23.297157
ПЛ. СВ. НЕДЕЛЯ,1307,42.696426,23.320944
ПЛ. СВ. НЕДЕЛЯ,1308,42.697064,23.32097
ПЛ. СРЕД СЕЛО,1309,42.661267,23.243747
ПЛ. СРЕД СЕЛО,1310,42.661082,23.243444
ПЛ. СТОЧНА ГАРА,1311,42.705059,23.330924
ПЛ. СТОЧНА ГАРА,1312,42.705938,23.332676
ПЛ. СТОЧНА ГАРА,1313,42.704332,23.333157
ПЛ. СТОЧНА ГАРА,1314,42.70475,23.334097
ПЛ. СТОЧНА ГАРА,1315,42.705748,23.334422
ПЛ. СТОЧНА ГАРА,1316,42.70428,23.33449
ПЛ. СТОЧНА ГАРА,1318,42.705837,23.332484
ПЛ. СТОЧНА ГАРА,1319,42.704166,23.332928
ПЛ. СТОЧНА ГАРА,1321,42.704423,23.330553
ХОТЕЛ ХЕМУС,1322,42.677539,23.321756
ХОТЕЛ ХЕМУС,1324,42.678472,23.321204
ХОТЕЛ ХЕМУС,1325,42.678353,23.320604
УЛ. КЛОКОТНИЦА,1326,42.70852,23.31807
ПЛ. ЦЕНТРАЛНА ГАРА,1327,42.711109,23.320744
ПЛ. ЦЕНТРАЛНА ГАРА,1328,42.710698,23.318511
ПЛ. ЦЕНТРАЛНА ГАРА,1329,42.710997,23.320271
ПЛ. ЦЕНТРАЛНА ГАРА,1330,42.710927,23.318961
ПЛ. ЦЕНТРАЛНА ГАРА,1331,42.710683,23.318751
ПЛ. ЦЕНТРАЛНА ГАРА,1332,42.711246,23.319708
ПЛ. ЦЕНТРАЛНА ГАРА,1333,42.710804,23.320152
ПЛАЖА ПАНЧАРЕВО,1334,42.587312,23.420222
ПЛАЖА ПАНЧАРЕВО,1335,42.587924,23.419928
ПЛОДОХРАНИЛИЩЕ,1337,42.753702,23.247809
ПЛОЩАДА КВ. ВРАЖДЕБНА,1338,42.713246,23.418398
ПЛОЩАДА С. ВОЛУЯК,1339,42.773975,23.243056
ПЛОЩАДА С. ВОЛУЯК,1340,42.773427,23.242827
ПЛОЩАДА КВ. ВРАЖДЕБНА,1341,42.712422,23.419963
ПК ДИАНА,1342,42.666245,23.342245
ПК ДИАНА,1343,42.665175,23.342869
ПК СПАРТАК,1344,42.675467,23.314728
ПК СПАРТАК,1345,42.675557,23.315404
МОСТА НА СИМЕОНОВСКА РЕКА,1346,42.618635,23.334091
НАЧАЛО КВ Д. МИЛЕНКОВ,1348,42.659824,23.423475
НАЧАЛО КВ Д. МИЛЕНКОВ,1349,42.659919,23.423316
МОСТА НА СИМЕОНОВСКА РЕКА,1350,42.619028,23.333678
УЛ. БРЕЗИТЕ,1351,42.645614,23.27343
ПО ЖЕЛАНИЕ,1354,42.714886,23.436343
ПО ЖЕЛАНИЕ,1355,42.714957,23.436881
ПО ЖЕЛАНИЕ,1356,42.741803,23.555252
ПО ЖЕЛАНИЕ,1357,42.741393,23.555222
КАРИЕРНИ МАТЕРИАЛИ АД,1358,42.752755,23.421021
КАРИЕРНИ МАТЕРИАЛИ АД,1359,42.752284,23.420464
МАХАЛА ЧЕМЕРНИК - ПО ЖЕЛАНИЕ,1360,42.526201,23.368177
МАХАЛА ЧЕМЕРНИК - ПО ЖЕЛАНИЕ,1361,42.526123,23.368083
ПО ЖЕЛАНИЕ,1362,42.519896,23.363588
ПО ЖЕЛАНИЕ,1363,42.520082,23.363434
УЛ. ЦАР ИВАН АСЕН ІІ,1364,42.578673,23.415516
УЛ. ЦАР ИВАН АСЕН ІІ,1365,42.578626,23.415603
ПО ЖЕЛАНИЕ,1366,42.794356,23.412299
ПО ЖЕЛАНИЕ,1367,42.794369,23.412501
ПО ЖЕЛАНИЕ,1368,42.761161,23.244128
ПО ЖЕЛАНИЕ,1369,42.761342,23.244025
ПО ЖЕЛАНИЕ,1370,42.848655,23.267672
ПО ЖЕЛАНИЕ,1371,42.848923,23.267638
ПО ЖЕЛАНИЕ,1372,42.554975,23.364448
ПО ЖЕЛАНИЕ,1373,42.55609,23.364909
В.З. МАЛИНОВА ДОЛИНА,1374,42.624128,23.361521
РАЗКЛОНА  КВ. КРЕМИКОВЦИ,1375,42.737169,23.469316
РАЗКЛОНА  КВ. КРЕМИКОВЦИ,1376,42.737095,23.46963
УЛ. БРЕЗИТЕ,1377,42.645541,23.273475
ПО ЖЕЛАНИЕ,1378,42.711524,23.191934
ПО ЖЕЛАНИЕ,1379,42.711591,23.19199
НАЧАЛО КВ. ИВАНЯНЕ - ПО ЖЕЛАНИЕ,1380,42.709737,23.185403
НАЧАЛО КВ. ИВАНЯНЕ - ПО ЖЕЛАНИЕ,1381,42.709834,23.185383
БУЛ. ИЛИЯНЦИ-ПОДЛЕЗА,1384,42.721824,23.314131
БУЛ. ИЛИЯНЦИ-ПОДЛЕЗА,1385,42.719138,23.311441
ПОДСТАНЦИЯ МЕТАЛУРГИЧНА - ПО ЖЕЛАНИЕ,1386,42.777661,23.523582
ПОДСТАНЦИЯ МЕТАЛУРГИЧНА - ПО ЖЕЛАНИЕ,1387,42.777766,23.523453
БЛ. 11 Ж.К. ЛЮЛИН-1,1388,42.731086,23.248702
УЛ. ВЕНЕРА,1389,42.694367,23.148041
УЛ. ВЕНЕРА,1390,42.694467,23.148024
БЛ. 11 Ж.К. ЛЮЛИН-1,1391,42.730573,23.248101
БЪЛГАРСКА ТЕЛЕГРАФНА АГЕНЦИЯ,1394,42.685806,23.343942
БЪЛГАРСКА ТЕЛЕГРАФНА АГЕНЦИЯ,1395,42.685946,23.344261
ВИСШЕ УЧИЛИЩЕ ПО ТЕЛЕКОМУНИКАЦИИ И ПОЩИ,1396,42.655755,23.349389
ВИСШЕ УЧИЛИЩЕ ПО ТЕЛЕКОМУНИКАЦИИ И ПОЩИ,1397,42.656215,23.349611
ПОПОВА МАХАЛА,1398,42.493999,23.376653
ПОПОВА МАХАЛА,1399,42.493631,23.376592
ПОСОЛСТВАТА,1400,42.652726,23.367716
ПОСОЛСТВАТА,1401,42.653079,23.36784
УЛ. ХИСАРЯ,1403,42.709329,23.153623
28-МИ ПОЩЕНСКИ КЛОН,1406,42.663618,23.412522
ПОЩА КВ. КУРИЛО - ПО ЖЕЛАНИЕ,1407,42.821892,23.353854
ПОЩА КВ. КУРИЛО - ПО ЖЕЛАНИЕ,1408,42.82119,23.354062
28-МИ ПОЩЕНСКИ КЛОН,1409,42.663775,23.411223
28-МИ ПОЩЕНСКИ КЛОН,1410,42.663907,23.410969
28-МИ ПОЩЕНСКИ КЛОН,1411,42.663954,23.411691
ПРЕЧИСТВАТЕЛНА СТАНЦИЯ,1412,42.753875,23.352597
ПРЕЧИСТВАТЕЛНА СТАНЦИЯ - ПО ЖЕЛАНИЕ,1413,42.613763,23.363692
ПРЕЧИСТВАТЕЛНА СТАНЦИЯ - ПО ЖЕЛАНИЕ,1414,42.613904,23.363722
ПРЕЧИСТВАТЕЛНА СТАНЦИЯ,1415,42.753337,23.352359
УЛ. МАЛА КОРИЯ - ПО ЖЕЛАНИЕ,1416,42.651071,23.219268
УЛ. МАЛА КОРИЯ - ПО ЖЕЛАНИЕ,1417,42.651351,23.219851
ПРОСТОР,1418,42.695438,23.244574
ПРОСТОР,1419,42.695544,23.244091
ПТИЦЕФЕРМАТА,1420,42.725635,23.374198
ПТИЦЕФЕРМАТА,1421,42.725492,23.373716
ПЪРВА ГРАДСКА БОЛНИЦА,1422,42.688918,23.323128
ПЪРВА ГРАДСКА БОЛНИЦА,1423,42.689545,23.323334
НАЧАЛО КВ. МИХАЙЛОВО - ПО ЖЕЛАНИЕ,1424,42.704037,23.127492
НАЧАЛО КВ. МИХАЙЛОВО - ПО ЖЕЛАНИЕ,1425,42.704139,23.12743
РАЗКЛОНА ЗА С. ГЕРМАН,1426,42.635842,23.426735
РАЗКЛОНА ЗА С. ГЕРМАН - ПО ЖЕЛАНИЕ,1427,42.607572,23.400293
РАЗКЛОНА ЗА С. ГЕРМАН,1428,42.607776,23.400312
РАЗКЛОНА ЗА С. ГЕРМАН,1429,42.63619,23.426539
РАЗКЛОНА ЗА С. ГУРМАЗОВО,1430,42.726935,23.216208
РАЗКЛОНА ЗА С. ГУРМАЗОВО,1431,42.726451,23.214576
УЛ. РОДИНА - ПО ЖЕЛАНИЕ,1432,42.70828,23.130504
УЛ. РОДИНА - ПО ЖЕЛАНИЕ,1433,42.70816,23.130045
РАЗКЛОНА ЗА ЛЕТИЩЕТО,1434,42.707254,23.410564
РАЗКЛОНА ЗА ЛЕТИЩЕТО,1435,42.707299,23.408403
РАБОТИЛНИЦАТА,1436,42.697823,23.443794
РАБОТИЛНИЦАТА,1437,42.697723,23.443786
РЕЗИДЕНЦИЯ БОЯНА - ПО ЖЕЛАНИЕ,1439,42.648625,23.270333
МАХАЛА ЯПАДЖА,1440,42.709922,23.431526
МАХАЛА ЯПАДЖА,1441,42.709856,23.431751
ХАЙДУШКИ ЧУКАР - ПО ЖЕЛАНИЕ,1442,42.596833,23.354874
ХАЙДУШКИ ЧУКАР - ПО ЖЕЛАНИЕ,1443,42.597005,23.354857
РАЗКЛОНА ЗА МАГИСТРАЛА ХЕМУС,1444,42.733419,23.605177
РАЗКЛОНА ЗА МАГИСТРАЛА ХЕМУС,1445,42.733427,23.605376
РАЗКЛОНА ЗА С. ПЛАНА,1446,42.482992,23.409314
РАЗКЛОНА ЗА С. ПЛАНА,1447,42.483129,23.409376
РЕЗИДЕНЦИЯ БОЯНА - ПО ЖЕЛАНИЕ,1448,42.648835,23.26959
РАЗКЛОНА ЗА АП ДРУЖБА,1449,42.649639,23.413714
РАЗКЛОНА ЗА АП ДРУЖБА,1450,42.649168,23.413499
РАЗКЛОНА ЗА ЛЕТИЩЕТО,1451,42.671503,23.394998
РАЗКЛОНА ЗА ЛЕТИЩЕТО,1452,42.672198,23.394535
РАЗКЛОНА ЗА ЛЕТИЩЕТО,1453,42.671793,23.393071
РАЗКЛОНА ЗА ЛЕТИЩЕТО,1454,42.671635,23.393702
РАЗКЛОНА ЗА ЛЕТИЩЕТО,1455,42.671034,23.393566
РАЗКЛОНА ЗА КВ.ДРАГАЛЕВЦИ,1456,42.642261,23.311581
РАЗКЛОНА ЗА КВ.ДРАГАЛЕВЦИ,1457,42.640965,23.313534
РАЗКЛОНА ЗА КВ.СИМЕОНОВО,1458,42.633606,23.33271
РАЗКЛОНА ЗА КВ.СИМЕОНОВО,1459,42.632463,23.334468
РАЗСАДНИК МАЛО БУЧИНО,1460,42.68968,23.174944
РАЗСАДНИК МАЛО БУЧИНО,1461,42.689355,23.174544
РЕСТОРАНТ АЛЕКСАНДРИЯ,1462,42.685952,23.402043
РЕСТОРАНТ АЛЕКСАНДРИЯ,1463,42.685174,23.402315
НИМ,1464,42.65722,23.272759
НИМ,1465,42.657325,23.273493
РЕЗИДЕНЦИЯ ВРАНА,1466,42.634618,23.43585
РЕЗИДЕНЦИЯ ВРАНА,1467,42.634933,23.436141
РЕМОНТНА БАЗА,1468,42.713371,23.159444
БЛ. 4  Ж.К. СУХАТА РЕКА,1469,42.699071,23.365282
БЛ. 4  Ж.К. СУХАТА РЕКА,1470,42.699321,23.364823
ВОДЕНИЧАРСКИ МЕХАНИ-ПО ЖЕЛАНИЕ,1471,42.622492,23.309088
ВОДЕНИЧАРСКИ МЕХАНИ-ПО ЖЕЛАНИЕ,1472,42.622766,23.309237
РЕСТОРАНТ ЗЛАТНАТА РИБКА - ПО ЖЕЛАНИЕ,1473,42.56125,23.451743
РЕСТОРАНТ ЗЛАТНАТА РИБКА - ПО ЖЕЛАНИЕ,1474,42.561116,23.45174
БЛ. 6 Ж.К. СУХАТА РЕКА,1475,42.699848,23.36961
БЛ. 6 Ж.К. СУХАТА РЕКА,1476,42.700046,23.368854
УЛ. ДЕТЕЛИНА,1477,42.718338,23.227906
МОСТА С. ДОЛНИ БОГРОВ,1478,42.704106,23.492601
МОСТА С. ДОЛНИ БОГРОВ,1479,42.703862,23.492802
УЛ. КИТЕН,1480,42.625676,23.192835
УЛ. КИТЕН,1481,42.625327,23.192955
УЛ. ДЕТЕЛИНА,1482,42.71826,23.227619
МОСТА НА СУХАТА РЕКА,1483,42.621013,23.327271
МОСТА НА СУХАТА РЕКА,1484,42.620458,23.32781
РУДНИКА - ПО ЖЕЛАНИЕ,1485,42.767077,23.543475
РУДНИКА - ПО ЖЕЛАНИЕ,1486,42.767276,23.543286
БЛ. 405 Ж.К. ДРУЖБА-2,1487,42.642628,23.406885
БЛ. 405 Ж.К. ДРУЖБА-2,1488,42.642357,23.407214
РУМЪНСКО ПОСОЛСТВО,1489,42.686077,23.351273
РУМЪНСКО ПОСОЛСТВО,1490,42.685384,23.350922
РУМЪНСКО ПОСОЛСТВО,1491,42.685166,23.351236
РУМЪНСКО ПОСОЛСТВО,1492,42.685479,23.349947
РУСКО ПОСОЛСТВО,1493,42.67298,23.34775
РУСКО ПОСОЛСТВО,1496,42.672933,23.347467
САМОКОВСКО ШОСЕ,1497,42.635561,23.407094
САМОКОВСКО ШОСЕ,1498,42.635563,23.406924
НАЧАЛО С. ВЛАДАЯ - ПО ЖЕЛАНИЕ,1499,42.634527,23.195649
НАЧАЛО С. ВЛАДАЯ - ПО ЖЕЛАНИЕ,1500,42.633873,23.194887
САТИРИЧЕН ТЕАТЪР,1501,42.69227,23.326323
САТИРИЧЕН ТЕАТЪР,1502,42.691868,23.325532
СБА - ПО ЖЕЛАНИЕ,1503,42.619573,23.403389
СБА - ПО ЖЕЛАНИЕ,1504,42.619587,23.403277
МОСТА НА СУХОДОЛСКА РЕКА,1505,42.724473,23.324518
МОСТА НА СУХОДОЛСКА РЕКА,1506,42.724219,23.325437
ЧЕШМАТА - ПО ЖЕЛАНИЕ,1507,42.575934,23.359316
ЧЕШМАТА - ПО ЖЕЛАНИЕ,1508,42.576066,23.359176
СЕЛИМИЦА,1509,42.619884,23.189045
СЕЛИМИЦА,1510,42.620334,23.188935
СЕЛО БАЛША,1511,42.854498,23.264394
СЕЛО БИСТРИЦА,1512,42.586246,23.36055
СЕЛО БИСТРИЦА,1513,42.586331,23.359813
КМЕТСТВО ВЛАДАЯ,1514,42.628521,23.195772
КМЕТСТВО ВЛАДАЯ,1515,42.628324,23.195183
СЕЛО ВОЙНЕГОВЦИ,1516,42.803956,23.422871
СЕЛО ГЕРМАН,1517,42.609728,23.410454
СЕЛО ГОЛЯНОВЦИ,1518,42.828682,23.239369
СЕЛО ГОЛЯНОВЦИ,1519,42.828551,23.239138
СЕЛО ГОРНИ БОГРОВ,1520,42.717531,23.528693
СЕЛО ГОРНИ БОГРОВ,1521,42.718157,23.529278
СЕЛО ГОРНИ БОГРОВ,1522,42.71624,23.529764
СЕЛО ГОРНИ ЛОЗЕН,1523,42.601501,23.482977
СЕЛО ГОРНИ ЛОЗЕН,1524,42.601664,23.48285
СЕЛО ДОЛНИ БОГРОВ,1525,42.697232,23.496157
ЦЕНТЪР ДОЛНИ ЛОЗЕН,1526,42.603338,23.494213
ЦЕНТЪР ДОЛНИ ЛОЗЕН,1527,42.60375,23.493934
СЕЛО ДОЛНИ ПАСАРЕЛ,1528,42.541536,23.497983
СЕЛО ЖЕЛЕЗНИЦА,1530,42.535825,23.365519
СЕЛО ЖИТЕН,1533,42.818815,23.250863
СЕЛО ЖИТЕН,1534,42.818599,23.25121
СЕЛО ЖИТЕН,1536,42.818259,23.251046
СЕЛО КАЗИЧЕНЕ,1537,42.662293,23.464538
СЕЛО КАЗИЧЕНЕ,1538,42.662353,23.46464
СЕЛО КОКАЛЯНЕ,1539,42.576842,23.414507
СЕЛО КРИВИНА,1541,42.68194,23.462712
СЕЛО КРИВИНА,1542,42.682317,23.462499
СЕЛО КУБРАТОВО,1543,42.773064,23.362789
СЕЛО КУБРАТОВО,1544,42.773524,23.36295
СЕЛО КЪТИНА,1545,42.845205,23.319116
СЕЛО ЛОКОРСКО,1546,42.794488,23.447876
СЕЛО МАЛО БУЧИНО,1547,42.682028,23.160273
СЕЛО МАЛО БУЧИНО,1548,42.682079,23.159983
СЕЛО МИРОВЯНЕ - ПО ЖЕЛАНИЕ,1549,42.790381,23.303412
СЕЛО МРАМОР,1550,42.785336,23.273611
СЕЛО МРАМОР,1551,42.785832,23.273603
КМЕТСТВО МЪРЧАЕВО,1552,42.600079,23.170249
КМЕТСТВО МЪРЧАЕВО,1553,42.60028,23.170185
СЕЛО НЕГОВАН,1554,42.768787,23.405867
СЕЛО НЕГОВАН,1555,42.769099,23.404972
СЕЛО ПЛАНА,1556,42.48706,23.408746
СЕЛО СВЕТОВРАЧАНЕ,1557,42.782946,23.390338
СЕЛО СВЕТОВРАЧАНЕ,1559,42.783046,23.390919
КВ. ЧЕЛОПЕЧЕНЕ,1560,42.731679,23.47628
КВ. ЧЕЛОПЕЧЕНЕ,1561,42.731601,23.476242
СЕЛО ЧЕПИНЦИ,1562,42.757917,23.425745
СЕЛО ЧЕПИНЦИ,1563,42.75746,23.425621
СЕЛО ЧЕПИНЦИ,1564,42.757554,23.425726
СЕЛО ЧЕПИНЦИ,1565,42.758111,23.425577
ПГСС,1566,42.680127,23.25477
ПГСС,1567,42.679577,23.254382
СЕМИНАРИЯТА,1568,42.674625,23.333851
СЕМИНАРИЯТА,1569,42.674793,23.333817
СЕМИНАРИЯТА,1571,42.676077,23.33303
СЕМИНАРИЯТА,1572,42.676117,23.333247
СЕМИНАРИЯТА,1574,42.676638,23.333555
СЕПАРАЦИЯТА -  ПО ЖЕЛАНИЕ,1575,42.828629,23.341595
СЕПАРАЦИЯТА - ПО ЖЕЛАНИЕ,1576,42.828911,23.341238
ТЮФ,1577,42.676314,23.400986
ТЮФ,1578,42.676076,23.401215
РАЗКЛОНА ЗА КВ. ВРАЖДЕБНА,1579,42.709262,23.397113
БУЛ. ВЛАДИМИР ВАЗОВ,1580,42.705866,23.400463
РАЗКЛОНА ЗА КВ. ВРАЖДЕБНА,1581,42.708265,23.399847
РАЗКЛОНА ЗА КВ. ВРАЖДЕБНА,1582,42.709273,23.399919
БУЛ. ВЛАДИМИР ВАЗОВ,1583,42.705471,23.400727
СЕРВИЗ ПОЛМО,1584,42.729253,23.344235
СЕРВИЗ ПОЛМО,1585,42.72868,23.344226
СЛАТИНА БУЛГАРПЛОД,1586,42.678873,23.383401
СЛАТИНА БУЛГАРПЛОД,1587,42.678921,23.383226
БЛ.49 Ж.К.ДЪРВЕНИЦА,1588,42.650004,23.362662
БЛ.49 Ж.К.ДЪРВЕНИЦА,1589,42.649827,23.363217
СКИОРКАТА,1590,42.649003,23.261944
СКИОРКАТА - ПО ЖЕЛАНИЕ,1591,42.649712,23.261389
СКИОРКАТА - ПО ЖЕЛАНИЕ,1592,42.649706,23.260327
СОФИЯ МЕД АД,1593,42.65934,23.414952
СОФИЯ МЕД АД,1594,42.659659,23.415063
УЛ. ТИНТЯВА,1595,42.70015,23.14968
УЛ. ТИНТЯВА,1596,42.700136,23.149782
БАЛКАН СТАР,1597,42.710356,23.350378
БАЛКАН СТАР,1598,42.710981,23.350645
БАЛКАН СТАР,1599,42.710918,23.351331
СПИ ПРОФ. П. МУТАФЧИЕВ,1600,42.707778,23.413469
СПИ ПРОФ. П. МУТАФЧИЕВ,1601,42.708027,23.412434
ВИК - ЕАД - СОФИЯ,1602,42.638806,23.393509
ВИК - ЕАД - СОФИЯ,1603,42.638803,23.391716
НПМГ АКАД. ЛЮБОМИР ЧАКАЛОВ,1604,42.6686,23.32894
НПМГ АКАД. ЛЮБОМИР ЧАКАЛОВ,1605,42.668671,23.330121
СК НА НСА,1606,42.644015,23.345215
СК НА НСА - ПО ЖЕЛАНИЕ,1607,42.64395,23.353314
СК НА НСА - ПО ЖЕЛАНИЕ,1608,42.644064,23.353434
СК НА НСА,1609,42.64381,23.345024
СПОРТНА ЗАЛА ХР. БОТЕВ,1610,42.65111,23.342228
СПОРТНА ЗАЛА ХР. БОТЕВ,1611,42.651872,23.342517
СТАДИОН Г. АСПАРУХОВ,1612,42.70329,23.36481
СТАДИОН Г. АСПАРУХОВ,1613,42.706783,23.3621
СТАДИОН Г. АСПАРУХОВ,1614,42.703204,23.364239
СТАДИОН Г. АСПАРУХОВ,1615,42.707631,23.364429
НАЧАЛО С. ДОБРОСЛАВЦИ,1616,42.818445,23.280683
СТАДИОНА БАНКЯ,1617,42.712155,23.159054
СТАДИОНА БАНКЯ,1618,42.71163,23.158308
СТАДИОНА БАНКЯ - ПО ЖЕЛАНИЕ,1619,42.709687,23.160488
СТАДИОНА БАНКЯ - ПО ЖЕЛАНИЕ,1620,42.709734,23.160851
НАЧАЛО С. ДОБРОСЛАВЦИ,1621,42.818091,23.280677
СТАДИОНА КАЗИЧЕНЕ,1622,42.664678,23.460104
СТАДИОНА КАЗИЧЕНЕ,1623,42.66486,23.45999
В.З. КИТКАТА - ПО ЖЕЛАНИЕ,1624,42.572062,23.432398
В.З. КИТКАТА,1625,42.572082,23.432161
СТАРАТА ЧЕШМА - ПО ЖЕЛАНИЕ,1626,42.812146,23.377494
СТАРАТА ЧЕШМА - ПО ЖЕЛАНИЕ,1627,42.812053,23.377317
БУЛ. КРЪСТЬО ПАСТУХОВ,1628,42.667347,23.401515
БУЛ. КРЪСТЬО ПАСТУХОВ,1629,42.668422,23.401723
БУЛ. КРЪСТЬО ПАСТУХОВ,1630,42.667992,23.402038
БУЛ. КРЪСТЬО ПАСТУХОВ,1631,42.668243,23.401661
БУЛ. КРЪСТЬО ПАСТУХОВ,1632,42.667761,23.402804
ХЮНДАЙ БЪЛГАРИЯ,1633,42.74404,23.318006
ХЮНДАЙ БЪЛГАРИЯ,1634,42.744237,23.318117
ХЮНДАЙ БЪЛГАРИЯ,1635,42.743769,23.318289
ХЮНДАЙ БЪЛГАРИЯ,1636,42.744068,23.318359
ХЮНДАЙ БЪЛГАРИЯ,1637,42.743968,23.31789
КРАЯ С. БИСТРИЦА - ПО ЖЕЛАНИЕ,1638,42.578959,23.359647
КРАЯ С. БИСТРИЦА - ПО ЖЕЛАНИЕ,1639,42.578417,23.359571
ПРОМИШЛЕНА ЗОНА БУСМАНЦИ,1640,42.672393,23.438837
ПРОМИШЛЕНА ЗОНА БУСМАНЦИ,1641,42.672236,23.438988
УЛ. РУЧЕЙ,1642,42.71807,23.134053
УЛ. РУЧЕЙ,1643,42.718204,23.133931
ПРОМИШЛЕНА ЗОНА - ПО ЖЕЛАНИЕ,1644,42.718713,23.442964
ПРОМИШЛЕНА ЗОНА - ПО ЖЕЛАНИЕ,1645,42.718828,23.44277
НАЧАЛО С. ВОЙНЕГОВЦИ - ПО ЖЕЛАНИЕ,1646,42.798738,23.422047
НАЧАЛО С. ВОЙНЕГОВЦИ - ПО ЖЕЛАНИЕ,1647,42.798462,23.42181
МАХАЛА БАТАРЕЯТА,1648,42.709597,23.424099
МАХАЛА БАТАРЕЯТА,1649,42.70924,23.42442
НАЧАЛО С. ГОЛЯНОВЦИ,1650,42.825988,23.242396
